PORTFOLIO,INITIAL_INVESTMENT_STOCKS
JJN,2200.0
OOGGL,2200.0
GMNA,2200.0
FWC,14666.666666666666
MPJ,14666.666666666666
MTFS,14666.666666666666
JJN,14666.666666666666
GS,14666.666666666666
TCA,14666.666666666666
NTIC,25000.0
PG,25000.0
DMC,200.0
ONH,200.0
ABT,200.0
NEK,200.0
ALPA,200.0
KRM,1833.3333333333333
TCA,1833.3333333333333
ALPA,1833.3333333333333
ABT,1833.3333333333333
DMC,1833.3333333333333
MTFS,1833.3333333333333
MMM,200.0
OOGGL,200.0
ONH,200.0
SM,200.0
GMNA,200.0
OCST,1666.6666666666667
EG,1666.6666666666667
DMC,1666.6666666666667
GS,13333.333333333334
ABC,13333.333333333334
MZNA,13333.333333333334
EG,13333.333333333334
SM,13333.333333333334
DMC,13333.333333333334
MMM,3333.3333333333335
EPF,3333.3333333333335
CCSO,3333.3333333333335
GS,9166.666666666666
EG,9166.666666666666
JJN,9166.666666666666
ABC,9166.666666666666
EPF,9166.666666666666
PG,9166.666666666666
ALPA,1250.0
HD,1250.0
CCSO,1250.0
MPJ,1250.0
ABC,20000.0
LTSA,20000.0
GMNA,20000.0
MMM,20000.0
NTIC,125000.0
MPJ,125000.0
PEP,125000.0
OOGGL,125000.0
KRM,125000.0
MZNA,125000.0
LTSA,125000.0
EPF,125000.0
MPJ,18000.0
EPF,18000.0
PG,18000.0
OCST,18000.0
GS,18000.0
OCST,11000.0
MMM,11000.0
EPF,11000.0
MZNA,11000.0
OOGGL,11000.0
GMNA,48500.0
KRM,48500.0
GS,333333.3333333333
ONH,333333.3333333333
OOGGL,333333.3333333333
ABC,5714.285714285715
KRM,5714.285714285715
OK,5714.285714285715
GS,5714.285714285715
GMNA,5714.285714285715
MMM,5714.285714285715
NEK,5714.285714285715
MTFS,9166.666666666666
PEP,9166.666666666666
OOGGL,9166.666666666666
FWC,9166.666666666666
PG,9166.666666666666
DMC,9166.666666666666
TCA,11500.0
OCST,11500.0
MPJ,11500.0
DMC,11500.0
OOGGL,11500.0
KRM,11500.0
MPJ,15000.0
TCA,15000.0
ABC,15000.0
DMC,15000.0
FWC,15000.0
GMNA,15000.0
MZNA,23000.0
MPJ,23000.0
EG,23000.0
GS,200000.0
EG,200000.0
JJN,200000.0
OCST,200000.0
EPF,200000.0
TWM,17250.0
GS,17250.0
TCA,17250.0
NEK,17250.0
AB,500000.0
TCA,500000.0
OCST,22000.0
OK,22000.0
CCSO,22000.0
FWC,22000.0
TWM,5500.0
OOGGL,5500.0
TCA,5000.0
MMM,5000.0
KRM,1666.6666666666667
AB,1666.6666666666667
NEK,1666.6666666666667
NTIC,20000.0
EPF,20000.0
TCA,2750.0
HD,2750.0
GMNA,2750.0
NEK,2750.0
MTFS,200.0
NEK,200.0
HD,200.0
GS,200.0
MZNA,200.0
LTSA,23000.0
SM,23000.0
FWC,23000.0
PG,13333.333333333334
ABT,13333.333333333334
OK,13333.333333333334
MMM,13333.333333333334
NTIC,13333.333333333334
ONH,13333.333333333334
JJN,8625.0
NTIC,8625.0
TCA,8625.0
ABT,8625.0
KRM,8625.0
SM,8625.0
CCSO,8625.0
EPF,8625.0
MTFS,111.11111111111111
MMM,111.11111111111111
OCST,111.11111111111111
TWM,111.11111111111111
ABC,111.11111111111111
ABT,111.11111111111111
ALPA,111.11111111111111
CCSO,111.11111111111111
PEP,111.11111111111111
DMC,30000.0
PG,30000.0
MMM,30000.0
PEP,142857.14285714287
OOGGL,142857.14285714287
MTFS,142857.14285714287
NTIC,142857.14285714287
EG,142857.14285714287
SM,142857.14285714287
JJN,142857.14285714287
OCST,20000.0
MTFS,20000.0
PG,20000.0
MZNA,20000.0
MPJ,166.66666666666666
TCA,166.66666666666666
OK,166.66666666666666
PG,166.66666666666666
EPF,166.66666666666666
OOGGL,166.66666666666666
OOGGL,16333.333333333334
GMNA,16333.333333333334
TWM,16333.333333333334
MTFS,27500.0
GS,27500.0
JJN,1000.0
ONH,1000.0
AB,1000.0
KRM,1000.0
SM,1000.0
JJN,833.3333333333334
GMNA,833.3333333333334
NTIC,833.3333333333334
SM,833.3333333333334
FWC,833.3333333333334
NEK,833.3333333333334
EPF,166666.66666666666
OK,166666.66666666666
MPJ,166666.66666666666
GMNA,166666.66666666666
JJN,166666.66666666666
TCA,166666.66666666666
ALPA,12571.42857142857
GS,12571.42857142857
HD,12571.42857142857
DMC,12571.42857142857
ONH,12571.42857142857
ABT,12571.42857142857
AB,12571.42857142857
MMM,13857.142857142857
KRM,13857.142857142857
OK,13857.142857142857
TCA,13857.142857142857
NEK,13857.142857142857
ABT,13857.142857142857
EG,13857.142857142857
KRM,9000.0
FWC,9000.0
HD,9000.0
SM,9000.0
GMNA,9000.0
ABC,333333.3333333333
TWM,333333.3333333333
SM,333333.3333333333
MTFS,166666.66666666666
EPF,166666.66666666666
HD,166666.66666666666
NEK,166666.66666666666
AB,166666.66666666666
ONH,166666.66666666666
ONH,8000.0
FWC,8000.0
ABC,8000.0
TCA,8000.0
NEK,8000.0
CCSO,6111.111111111111
FWC,6111.111111111111
TWM,6111.111111111111
MTFS,6111.111111111111
NTIC,6111.111111111111
ABC,6111.111111111111
EPF,6111.111111111111
ONH,6111.111111111111
OOGGL,6111.111111111111
MPJ,16666.666666666668
NEK,16666.666666666668
LTSA,16666.666666666668
ABC,1666.6666666666667
OOGGL,1666.6666666666667
MZNA,1666.6666666666667
HD,13333.333333333334
MTFS,13333.333333333334
SM,13333.333333333334
EPF,13333.333333333334
OK,13333.333333333334
CCSO,13333.333333333334
AB,1666.6666666666667
MMM,1666.6666666666667
SM,1666.6666666666667
OK,1666.6666666666667
ABT,1666.6666666666667
OCST,1666.6666666666667
GS,5000.0
NEK,5000.0
ABT,166.66666666666666
OCST,166.66666666666666
MZNA,166.66666666666666
OK,166.66666666666666
GMNA,166.66666666666666
ABC,166.66666666666666
DMC,8000.0
OOGGL,8000.0
NEK,8000.0
MPJ,8000.0
PG,8000.0
GMNA,625.0
TCA,625.0
FWC,625.0
ONH,625.0
OOGGL,625.0
SM,625.0
MZNA,625.0
MMM,625.0
DMC,2500.0
TCA,2500.0
OOGGL,2500.0
LTSA,2500.0
MTFS,833.3333333333334
AB,833.3333333333334
MMM,833.3333333333334
SM,833.3333333333334
OOGGL,833.3333333333334
NEK,833.3333333333334
MPJ,1666.6666666666667
GS,1666.6666666666667
FWC,1666.6666666666667
NEK,12125.0
GS,12125.0
PEP,12125.0
MTFS,12125.0
SM,12125.0
ALPA,12125.0
EG,12125.0
TCA,12125.0
KRM,833.3333333333334
OOGGL,833.3333333333334
AB,833.3333333333334
DMC,833.3333333333334
MPJ,833.3333333333334
SM,833.3333333333334
NTIC,10000.0
JJN,10000.0
ABT,10000.0
GS,10000.0
CCSO,10000.0
ALPA,10000.0
DMC,10000.0
NEK,10000.0
TCA,22000.0
KRM,22000.0
ONH,22000.0
EPF,22000.0
ABC,1222.2222222222222
NEK,1222.2222222222222
ONH,1222.2222222222222
FWC,1222.2222222222222
AB,1222.2222222222222
GMNA,1222.2222222222222
TCA,1222.2222222222222
PG,1222.2222222222222
MMM,1222.2222222222222
CCSO,2000.0
FWC,2000.0
GMNA,2000.0
MZNA,2000.0
PEP,2000.0
TWM,3666.6666666666665
ABC,3666.6666666666665
DMC,3666.6666666666665
ONH,12500.0
JJN,12500.0
HD,12500.0
NTIC,12500.0
SM,12571.42857142857
NTIC,12571.42857142857
CCSO,12571.42857142857
PG,12571.42857142857
ABT,12571.42857142857
MMM,12571.42857142857
EPF,12571.42857142857
EPF,10000.0
TCA,10000.0
OK,10000.0
GS,10000.0
ALPA,11000.0
MMM,11000.0
SM,11000.0
JJN,11000.0
AB,11000.0
NTIC,11000.0
ONH,11000.0
GS,11000.0
DMC,250000.0
MMM,250000.0
OCST,250000.0
MZNA,250000.0
LTSA,142857.14285714287
OK,142857.14285714287
OCST,142857.14285714287
EPF,142857.14285714287
HD,142857.14285714287
SM,142857.14285714287
KRM,142857.14285714287
OOGGL,555.5555555555555
DMC,555.5555555555555
NEK,555.5555555555555
AB,555.5555555555555
ALPA,555.5555555555555
GS,555.5555555555555
NTIC,555.5555555555555
SM,555.5555555555555
ABT,555.5555555555555
ONH,5555.555555555556
EPF,5555.555555555556
MMM,5555.555555555556
TCA,5555.555555555556
OCST,5555.555555555556
FWC,5555.555555555556
GS,5555.555555555556
TWM,5555.555555555556
OK,5555.555555555556
AB,15000.0
EPF,15000.0
FWC,15000.0
TWM,11000.0
PEP,11000.0
JJN,11000.0
SM,11000.0
MPJ,11000.0
ALPA,30000.0
HD,30000.0
MZNA,30000.0
MMM,9166.666666666666
KRM,9166.666666666666
MPJ,9166.666666666666
PG,9166.666666666666
AB,9166.666666666666
JJN,9166.666666666666
HD,16666.666666666668
ALPA,16666.666666666668
CCSO,16666.666666666668
ABC,200000.0
EPF,200000.0
TWM,200000.0
ALPA,200000.0
DMC,200000.0
EPF,20000.0
CCSO,20000.0
KRM,142857.14285714287
EG,142857.14285714287
NTIC,142857.14285714287
MPJ,142857.14285714287
MZNA,142857.14285714287
AB,142857.14285714287
SM,142857.14285714287
PG,8166.666666666667
MZNA,8166.666666666667
AB,8166.666666666667
EG,8166.666666666667
ABC,8166.666666666667
TWM,8166.666666666667
ONH,14666.666666666666
TCA,14666.666666666666
PEP,14666.666666666666
AB,14666.666666666666
MPJ,14666.666666666666
KRM,14666.666666666666
ABC,12125.0
CCSO,12125.0
TCA,12125.0
MMM,12125.0
MTFS,12125.0
ALPA,12125.0
MPJ,12125.0
ONH,12125.0
PEP,16000.0
OCST,16000.0
ABC,16000.0
AB,16000.0
MPJ,16000.0
LTSA,17600.0
SM,17600.0
CCSO,17600.0
TCA,17600.0
ABT,17600.0
MPJ,4444.444444444444
TCA,4444.444444444444
GS,4444.444444444444
HD,4444.444444444444
SM,4444.444444444444
EG,4444.444444444444
DMC,4444.444444444444
AB,4444.444444444444
ONH,4444.444444444444
NTIC,18000.0
JJN,18000.0
DMC,18000.0
FWC,18000.0
OK,18000.0
OK,4444.444444444444
EPF,4444.444444444444
MMM,4444.444444444444
MPJ,4444.444444444444
GMNA,4444.444444444444
PG,4444.444444444444
LTSA,4444.444444444444
ONH,4444.444444444444
EG,4444.444444444444
GMNA,26666.666666666668
ONH,26666.666666666668
PG,26666.666666666668
LTSA,8166.666666666667
MMM,8166.666666666667
MPJ,8166.666666666667
CCSO,8166.666666666667
GMNA,8166.666666666667
DMC,8166.666666666667
KRM,6666.666666666667
EPF,6666.666666666667
SM,6666.666666666667
HD,6666.666666666667
ONH,6666.666666666667
OOGGL,6666.666666666667
GMNA,27500.0
OOGGL,27500.0
AB,26666.666666666668
HD,26666.666666666668
NTIC,26666.666666666668
NTIC,166666.66666666666
MPJ,166666.66666666666
EG,166666.66666666666
TCA,166666.66666666666
ABC,166666.66666666666
CCSO,166666.66666666666
HD,5714.285714285715
JJN,5714.285714285715
TWM,5714.285714285715
TCA,5714.285714285715
PG,5714.285714285715
MZNA,5714.285714285715
LTSA,5714.285714285715
ABC,6666.666666666667
NEK,6666.666666666667
EPF,6666.666666666667
AB,6666.666666666667
GMNA,6666.666666666667
ALPA,6666.666666666667
TCA,7666.666666666667
PEP,7666.666666666667
JJN,7666.666666666667
CCSO,7666.666666666667
ABC,7666.666666666667
OK,7666.666666666667
NTIC,7666.666666666667
GMNA,7666.666666666667
OOGGL,7666.666666666667
MTFS,1000.0
SM,1000.0
MMM,1000.0
CCSO,1000.0
TCA,1000.0
OCST,10000.0
PG,10000.0
ABC,10000.0
ONH,10000.0
NTIC,10000.0
AB,10000.0
PEP,10000.0
LTSA,10000.0
MPJ,166666.66666666666
TCA,166666.66666666666
AB,166666.66666666666
NEK,166666.66666666666
DMC,166666.66666666666
ABT,166666.66666666666
MPJ,29333.333333333332
EG,29333.333333333332
PEP,29333.333333333332
ABC,500.0
MTFS,500.0
ABC,833.3333333333334
JJN,833.3333333333334
ONH,833.3333333333334
EPF,833.3333333333334
MZNA,833.3333333333334
OCST,833.3333333333334
OOGGL,5555.555555555556
TWM,5555.555555555556
DMC,5555.555555555556
GS,5555.555555555556
EG,5555.555555555556
MTFS,5555.555555555556
MMM,5555.555555555556
PG,5555.555555555556
KRM,5555.555555555556
TCA,1375.0
ABC,1375.0
NTIC,1375.0
ALPA,1375.0
KRM,1375.0
CCSO,1375.0
TWM,1375.0
GS,1375.0
ABC,9857.142857142857
OCST,9857.142857142857
GMNA,9857.142857142857
HD,9857.142857142857
JJN,9857.142857142857
EG,9857.142857142857
MZNA,9857.142857142857
ABC,2750.0
NEK,2750.0
KRM,2750.0
HD,2750.0
ALPA,111111.11111111111
MMM,111111.11111111111
ABT,111111.11111111111
TWM,111111.11111111111
LTSA,111111.11111111111
GS,111111.11111111111
NEK,111111.11111111111
PG,111111.11111111111
HD,111111.11111111111
LTSA,200.0
MTFS,200.0
MPJ,200.0
TCA,200.0
PG,200.0
SM,13333.333333333334
MPJ,13333.333333333334
PEP,13333.333333333334
PG,13333.333333333334
EPF,13333.333333333334
ALPA,13333.333333333334
CCSO,11250.0
HD,11250.0
TCA,11250.0
FWC,11250.0
GS,11250.0
OK,11250.0
AB,11250.0
TWM,11250.0
OCST,111111.11111111111
EG,111111.11111111111
ALPA,111111.11111111111
CCSO,111111.11111111111
ONH,111111.11111111111
JJN,111111.11111111111
FWC,111111.11111111111
ABC,111111.11111111111
GMNA,111111.11111111111
ABC,5000.0
TWM,5000.0
EPF,5000.0
HD,5000.0
LTSA,5000.0
KRM,5000.0
MMM,5000.0
OOGGL,5000.0
EG,5000.0
ALPA,5000.0
CCSO,166666.66666666666
FWC,166666.66666666666
OK,166666.66666666666
TCA,166666.66666666666
NTIC,166666.66666666666
TWM,166666.66666666666
ONH,9800.0
CCSO,9800.0
PG,9800.0
OK,9800.0
SM,9800.0
OK,19400.0
TCA,19400.0
FWC,19400.0
PG,19400.0
MTFS,19400.0
PEP,8888.888888888889
NTIC,8888.888888888889
GMNA,8888.888888888889
FWC,8888.888888888889
TCA,8888.888888888889
CCSO,8888.888888888889
OK,8888.888888888889
NEK,8888.888888888889
MZNA,8888.888888888889
AB,11250.0
TCA,11250.0
ONH,11250.0
PG,11250.0
GS,12857.142857142857
LTSA,12857.142857142857
ABT,12857.142857142857
KRM,12857.142857142857
CCSO,12857.142857142857
EPF,12857.142857142857
ABC,12857.142857142857
SM,14666.666666666666
OCST,14666.666666666666
TCA,14666.666666666666
ALPA,14666.666666666666
PG,14666.666666666666
MTFS,14666.666666666666
NEK,8333.333333333334
ALPA,8333.333333333334
LTSA,8333.333333333334
OK,8333.333333333334
AB,8333.333333333334
DMC,8333.333333333334
OOGGL,40000.0
MPJ,40000.0
MPJ,166666.66666666666
LTSA,166666.66666666666
AB,166666.66666666666
OCST,166666.66666666666
JJN,166666.66666666666
OK,166666.66666666666
GMNA,5000.0
MTFS,5000.0
GS,5000.0
AB,5000.0
EPF,5000.0
NEK,5000.0
CCSO,5000.0
ABT,5000.0
ABC,5000.0
NEK,5444.444444444444
PEP,5444.444444444444
ABT,5444.444444444444
TWM,5444.444444444444
MMM,5444.444444444444
EG,5444.444444444444
GMNA,5444.444444444444
TCA,5444.444444444444
SM,5444.444444444444
NEK,6875.0
HD,6875.0
ALPA,6875.0
TCA,6875.0
FWC,6875.0
GMNA,6875.0
JJN,6875.0
AB,6875.0
SM,26666.666666666668
HD,26666.666666666668
EG,26666.666666666668
ABT,333.3333333333333
OCST,333.3333333333333
KRM,333.3333333333333
GS,13333.333333333334
MTFS,13333.333333333334
CCSO,13333.333333333334
GMNA,142857.14285714287
LTSA,142857.14285714287
TCA,142857.14285714287
FWC,142857.14285714287
PEP,142857.14285714287
DMC,142857.14285714287
ALPA,142857.14285714287
DMC,1250.0
FWC,1250.0
KRM,1250.0
LTSA,1250.0
ALPA,16333.333333333334
ONH,16333.333333333334
GMNA,16333.333333333334
PG,7500.0
DMC,7500.0
NEK,7500.0
SM,7500.0
FWC,7500.0
GMNA,7500.0
HD,11000.0
OK,11000.0
NTIC,11000.0
TWM,11000.0
JJN,11000.0
MZNA,9800.0
DMC,9800.0
MTFS,9800.0
CCSO,9800.0
MPJ,9800.0
HD,1666.6666666666667
ABC,1666.6666666666667
FWC,1666.6666666666667
OK,1666.6666666666667
AB,1666.6666666666667
NTIC,1666.6666666666667
CCSO,250000.0
NTIC,250000.0
ONH,250000.0
EG,250000.0
PEP,22500.0
CCSO,22500.0
SM,22500.0
MTFS,22500.0
JJN,1250.0
PG,1250.0
PEP,1250.0
AB,1250.0
MTFS,1250.0
OK,1250.0
MZNA,1250.0
CCSO,1250.0
EPF,1250.0
ONH,1250.0
HD,1250.0
OOGGL,1250.0
TWM,13333.333333333334
DMC,13333.333333333334
PG,13333.333333333334
OCST,13333.333333333334
CCSO,13333.333333333334
MMM,13333.333333333334
JJN,1428.5714285714287
OCST,1428.5714285714287
NTIC,1428.5714285714287
HD,1428.5714285714287
MTFS,1428.5714285714287
EG,1428.5714285714287
OK,1428.5714285714287
SM,333333.3333333333
ABC,333333.3333333333
GS,333333.3333333333
AB,166.66666666666666
NEK,166.66666666666666
NTIC,166.66666666666666
GMNA,166.66666666666666
TWM,166.66666666666666
GS,166.66666666666666
MPJ,26666.666666666668
TCA,26666.666666666668
MMM,26666.666666666668
PEP,18333.333333333332
ABT,18333.333333333332
GMNA,18333.333333333332
OCST,3666.6666666666665
OK,3666.6666666666665
DMC,3666.6666666666665
NEK,22000.0
FWC,22000.0
OCST,22000.0
NTIC,22000.0
OOGGL,5714.285714285715
NTIC,5714.285714285715
MPJ,5714.285714285715
AB,5714.285714285715
ABT,5714.285714285715
OCST,5714.285714285715
OK,5714.285714285715
JJN,500000.0
HD,500000.0
ABT,15000.0
KRM,15000.0
MZNA,15000.0
LTSA,3333.3333333333335
EPF,3333.3333333333335
TCA,3333.3333333333335
HD,11000.0
TCA,11000.0
FWC,11000.0
ABC,11000.0
GS,11000.0
OOGGL,11000.0
GMNA,11000.0
SM,11000.0
TCA,11000.0
DMC,11000.0
OOGGL,40000.0
CCSO,40000.0
DMC,18000.0
CCSO,18000.0
AB,18000.0
SM,18000.0
TWM,18000.0
JJN,25000.0
KRM,25000.0
MTFS,8333.333333333334
EG,8333.333333333334
TCA,8333.333333333334
SM,8333.333333333334
OOGGL,8333.333333333334
TWM,8333.333333333334
NEK,11500.0
OK,11500.0
PEP,11500.0
OOGGL,11500.0
PG,11500.0
MTFS,11500.0
EPF,3333.3333333333335
DMC,3333.3333333333335
CCSO,3333.3333333333335
ONH,8166.666666666667
DMC,8166.666666666667
HD,8166.666666666667
ALPA,8166.666666666667
LTSA,8166.666666666667
MZNA,8166.666666666667
GS,111111.11111111111
NEK,111111.11111111111
TWM,111111.11111111111
ABC,111111.11111111111
NTIC,111111.11111111111
MTFS,111111.11111111111
FWC,111111.11111111111
EG,111111.11111111111
KRM,111111.11111111111
CCSO,111.11111111111111
OOGGL,111.11111111111111
TWM,111.11111111111111
KRM,111.11111111111111
SM,111.11111111111111
PG,111.11111111111111
JJN,111.11111111111111
ONH,111.11111111111111
GMNA,111.11111111111111
ABC,333333.3333333333
OCST,333333.3333333333
NEK,333333.3333333333
EPF,250.0
MZNA,250.0
OK,250.0
ABC,250.0
EG,32333.333333333332
HD,32333.333333333332
MTFS,32333.333333333332
OK,500000.0
HD,500000.0
OK,142857.14285714287
NEK,142857.14285714287
SM,142857.14285714287
PG,142857.14285714287
TCA,142857.14285714287
ONH,142857.14285714287
HD,142857.14285714287
ALPA,22500.0
OCST,22500.0
AB,22500.0
DMC,22500.0
OCST,24500.0
ALPA,24500.0
CCSO,333.3333333333333
ALPA,333.3333333333333
JJN,333.3333333333333
MPJ,333333.3333333333
HD,333333.3333333333
ONH,333333.3333333333
PG,5500.0
SM,5500.0
GS,3333.3333333333335
EG,3333.3333333333335
MTFS,3333.3333333333335
MZNA,1666.6666666666667
CCSO,1666.6666666666667
JJN,1666.6666666666667
OOGGL,22500.0
SM,22500.0
PG,22500.0
AB,22500.0
NEK,2500.0
TCA,2500.0
TWM,2500.0
JJN,2500.0
GS,200000.0
CCSO,200000.0
PG,200000.0
NEK,200000.0
MMM,200000.0
NEK,13800.0
PEP,13800.0
GS,13800.0
AB,13800.0
LTSA,13800.0
PEP,16166.666666666666
ONH,16166.666666666666
MPJ,16166.666666666666
ABT,16166.666666666666
AB,16166.666666666666
MZNA,16166.666666666666
ABT,200000.0
OK,200000.0
OCST,200000.0
MMM,200000.0
JJN,200000.0
SM,11000.0
PEP,11000.0
DMC,11000.0
EPF,11000.0
AB,11000.0
GS,833.3333333333334
MTFS,833.3333333333334
PG,833.3333333333334
LTSA,833.3333333333334
OOGGL,833.3333333333334
ABT,833.3333333333334
MZNA,166.66666666666666
PG,166.66666666666666
JJN,166.66666666666666
TWM,166.66666666666666
HD,166.66666666666666
MTFS,166.66666666666666
CCSO,5444.444444444444
TCA,5444.444444444444
JJN,5444.444444444444
DMC,5444.444444444444
TWM,5444.444444444444
FWC,5444.444444444444
MTFS,5444.444444444444
NTIC,5444.444444444444
LTSA,5444.444444444444
TCA,22000.0
KRM,22000.0
MMM,22000.0
TWM,22000.0
ABT,20000.0
HD,20000.0
FWC,18333.333333333332
PEP,18333.333333333332
OK,18333.333333333332
MZNA,18000.0
ABC,18000.0
NTIC,18000.0
GS,18000.0
EPF,18000.0
LTSA,11500.0
MZNA,11500.0
ABT,11500.0
ALPA,11500.0
TWM,11500.0
AB,11500.0
DMC,12250.0
GMNA,12250.0
HD,12250.0
NEK,12250.0
ALPA,2200.0
MTFS,2200.0
GMNA,2200.0
ONH,2200.0
NEK,2200.0
GS,10000.0
CCSO,10000.0
MMM,10000.0
JJN,10000.0
TWM,10000.0
OCST,2000.0
ONH,2000.0
KRM,2000.0
MTFS,2000.0
FWC,2000.0
EG,13800.0
NTIC,13800.0
TCA,13800.0
ALPA,13800.0
EPF,13800.0
ONH,11428.57142857143
KRM,11428.57142857143
PG,11428.57142857143
NEK,11428.57142857143
GS,11428.57142857143
SM,11428.57142857143
EPF,11428.57142857143
EG,1428.5714285714287
TWM,1428.5714285714287
OOGGL,1428.5714285714287
CCSO,1428.5714285714287
NEK,1428.5714285714287
ALPA,1428.5714285714287
PEP,1428.5714285714287
MPJ,10000.0
TWM,10000.0
MTFS,10000.0
EG,10000.0
CCSO,10000.0
PEP,333.3333333333333
OCST,333.3333333333333
KRM,333.3333333333333
LTSA,16000.0
GS,16000.0
MTFS,16000.0
KRM,16000.0
NEK,16000.0
TWM,8888.888888888889
GS,8888.888888888889
MPJ,8888.888888888889
OCST,8888.888888888889
OK,8888.888888888889
KRM,8888.888888888889
ONH,8888.888888888889
MTFS,8888.888888888889
EPF,8888.888888888889
MZNA,250000.0
ONH,250000.0
OCST,250000.0
NTIC,250000.0
FWC,7500.0
NEK,7500.0
HD,7500.0
ABT,7500.0
MMM,7500.0
CCSO,7500.0
OOGGL,16666.666666666668
MZNA,16666.666666666668
EG,16666.666666666668
PG,333333.3333333333
NEK,333333.3333333333
EG,333333.3333333333
OOGGL,2200.0
OK,2200.0
ABT,2200.0
MZNA,2200.0
TWM,2200.0
ONH,11000.0
KRM,11000.0
NEK,11000.0
ABT,11000.0
AB,11000.0
OK,11000.0
DMC,11000.0
CCSO,11000.0
SM,22500.0
ALPA,22500.0
JJN,8166.666666666667
MMM,8166.666666666667
LTSA,8166.666666666667
TWM,8166.666666666667
HD,8166.666666666667
KRM,8166.666666666667
PEP,8166.666666666667
TWM,8166.666666666667
MZNA,8166.666666666667
EG,8166.666666666667
DMC,8166.666666666667
GMNA,8166.666666666667
OK,7857.142857142857
MMM,7857.142857142857
ABT,7857.142857142857
DMC,7857.142857142857
HD,7857.142857142857
AB,7857.142857142857
FWC,7857.142857142857
NTIC,166.66666666666666
EPF,166.66666666666666
SM,166.66666666666666
TCA,166.66666666666666
MZNA,166.66666666666666
PEP,166.66666666666666
PEP,40000.0
MMM,40000.0
LTSA,200.0
ALPA,200.0
ONH,200.0
JJN,200.0
MMM,200.0
ONH,13333.333333333334
JJN,13333.333333333334
MMM,13333.333333333334
PEP,13333.333333333334
FWC,13333.333333333334
HD,13333.333333333334
EPF,25000.0
FWC,25000.0
MZNA,16166.666666666666
HD,16166.666666666666
LTSA,16166.666666666666
PG,16166.666666666666
JJN,16166.666666666666
EPF,16166.666666666666
EG,1250.0
TWM,1250.0
AB,1250.0
TCA,1250.0
MZNA,9166.666666666666
JJN,9166.666666666666
NEK,9166.666666666666
OOGGL,9166.666666666666
MMM,9166.666666666666
MTFS,9166.666666666666
NTIC,1250.0
MMM,1250.0
AB,1250.0
PEP,1250.0
DMC,1250.0
TCA,1250.0
FWC,1250.0
ONH,1250.0
ALPA,625.0
PG,625.0
CCSO,625.0
TCA,625.0
GMNA,625.0
SM,625.0
AB,625.0
HD,625.0
SM,16166.666666666666
KRM,16166.666666666666
DMC,16166.666666666666
CCSO,16166.666666666666
NEK,16166.666666666666
NTIC,16166.666666666666
NEK,111111.11111111111
MTFS,111111.11111111111
NTIC,111111.11111111111
TWM,111111.11111111111
OOGGL,111111.11111111111
ABT,111111.11111111111
FWC,111111.11111111111
AB,111111.11111111111
EG,111111.11111111111
SM,8166.666666666667
ABC,8166.666666666667
ABT,8166.666666666667
CCSO,8166.666666666667
MZNA,8166.666666666667
JJN,8166.666666666667
EPF,16666.666666666668
CCSO,16666.666666666668
ALPA,16666.666666666668
ABT,13750.0
TCA,13750.0
PG,13750.0
MMM,13750.0
GS,6428.571428571428
DMC,6428.571428571428
FWC,6428.571428571428
KRM,6428.571428571428
PEP,6428.571428571428
MPJ,6428.571428571428
CCSO,6428.571428571428
FWC,7666.666666666667
KRM,7666.666666666667
PG,7666.666666666667
MPJ,7666.666666666667
ABC,7666.666666666667
PEP,7666.666666666667
OK,7666.666666666667
EG,7666.666666666667
ABT,7666.666666666667
GS,2500.0
NTIC,2500.0
TCA,2500.0
TWM,2500.0
EPF,333.3333333333333
TWM,333.3333333333333
SM,333.3333333333333
OK,125000.0
CCSO,125000.0
LTSA,125000.0
EPF,125000.0
PEP,125000.0
GS,125000.0
HD,125000.0
ABT,125000.0
SM,1571.4285714285713
JJN,1571.4285714285713
ONH,1571.4285714285713
FWC,1571.4285714285713
ALPA,1571.4285714285713
PG,1571.4285714285713
MMM,1571.4285714285713
AB,22500.0
MZNA,22500.0
ONH,22500.0
CCSO,22500.0
SM,17600.0
ABT,17600.0
DMC,17600.0
TWM,17600.0
OK,17600.0
HD,6875.0
KRM,6875.0
ABC,6875.0
OCST,6875.0
NEK,6875.0
ONH,6875.0
ABT,6875.0
GMNA,6875.0
AB,20000.0
KRM,20000.0
GMNA,250000.0
HD,250000.0
OOGGL,250000.0
JJN,250000.0
LTSA,10000.0
MZNA,10000.0
MTFS,10000.0
MPJ,10000.0
EG,10000.0
KRM,18333.333333333332
TWM,18333.333333333332
TCA,18333.333333333332
NTIC,555.5555555555555
MMM,555.5555555555555
FWC,555.5555555555555
EG,555.5555555555555
ALPA,555.5555555555555
AB,555.5555555555555
SM,555.5555555555555
LTSA,555.5555555555555
CCSO,555.5555555555555
OK,11428.57142857143
MMM,11428.57142857143
LTSA,11428.57142857143
EPF,11428.57142857143
ABC,11428.57142857143
PEP,11428.57142857143
SM,11428.57142857143
MMM,2000.0
ONH,2000.0
ABT,2000.0
ABC,2000.0
PG,2000.0
MTFS,9777.777777777777
MPJ,9777.777777777777
JJN,9777.777777777777
MZNA,9777.777777777777
SM,9777.777777777777
GS,9777.777777777777
ALPA,9777.777777777777
TCA,9777.777777777777
TWM,9777.777777777777
JJN,6428.571428571428
ALPA,6428.571428571428
OK,6428.571428571428
EPF,6428.571428571428
AB,6428.571428571428
CCSO,6428.571428571428
