PORTFOLIO,INITIAL_INVESTMENT_STOCKS,MEMBER_ID
DMC,1000.0,MID009486
EG,1000.0,MID009486
JJN,1000.0,MID009486
ABC,1000.0,MID009486
SM,18000.0,MID009487
OOGGL,18000.0,MID009487
PG,18000.0,MID009487
CCSO,18000.0,MID009487
OK,18000.0,MID009487
OK,22500.0,MID009488
TCA,22500.0,MID009488
NEK,22500.0,MID009488
CCSO,22500.0,MID009488
EG,10000.0,MID009489
TWM,10000.0,MID009489
CCSO,10000.0,MID009489
ABC,10000.0,MID009489
MPJ,10000.0,MID009489
NEK,10000.0,MID009489
ALPA,10000.0,MID009489
FWC,10000.0,MID009489
AB,10000.0,MID009489
PG,555.5555555555555,MID009490
EPF,555.5555555555555,MID009490
NTIC,555.5555555555555,MID009490
PEP,555.5555555555555,MID009490
HD,555.5555555555555,MID009490
TWM,555.5555555555555,MID009490
ONH,555.5555555555555,MID009490
LTSA,555.5555555555555,MID009490
DMC,555.5555555555555,MID009490
OOGGL,2500.0,MID009491
PEP,2500.0,MID009491
OK,2500.0,MID009491
NEK,2500.0,MID009491
JJN,20000.0,MID009492
DMC,20000.0,MID009492
ABT,1375.0,MID009493
HD,1375.0,MID009493
MZNA,1375.0,MID009493
OOGGL,1375.0,MID009493
AB,1375.0,MID009493
ONH,1375.0,MID009493
TWM,1375.0,MID009493
FWC,1375.0,MID009493
JJN,250.0,MID009494
EG,250.0,MID009494
FWC,250.0,MID009494
ABC,250.0,MID009494
MTFS,1111.111111111111,MID009495
MZNA,1111.111111111111,MID009495
PG,1111.111111111111,MID009495
SM,1111.111111111111,MID009495
TCA,1111.111111111111,MID009495
CCSO,1111.111111111111,MID009495
EG,1111.111111111111,MID009495
ABT,1111.111111111111,MID009495
OK,1111.111111111111,MID009495
CCSO,1666.6666666666667,MID009496
SM,1666.6666666666667,MID009496
EG,1666.6666666666667,MID009496
OK,7142.857142857143,MID009497
NTIC,7142.857142857143,MID009497
ALPA,7142.857142857143,MID009497
DMC,7142.857142857143,MID009497
ABT,7142.857142857143,MID009497
FWC,7142.857142857143,MID009497
PEP,7142.857142857143,MID009497
EPF,2750.0,MID009498
SM,2750.0,MID009498
MTFS,2750.0,MID009498
NTIC,2750.0,MID009498
SM,1428.5714285714287,MID009499
TWM,1428.5714285714287,MID009499
ABC,1428.5714285714287,MID009499
KRM,1428.5714285714287,MID009499
ALPA,1428.5714285714287,MID009499
MPJ,1428.5714285714287,MID009499
GMNA,1428.5714285714287,MID009499
EPF,6125.0,MID009500
LTSA,6125.0,MID009500
PG,6125.0,MID009500
MMM,6125.0,MID009500
GMNA,6125.0,MID009500
CCSO,6125.0,MID009500
ONH,6125.0,MID009500
KRM,6125.0,MID009500
OOGGL,333.3333333333333,MID009501
MPJ,333.3333333333333,MID009501
MZNA,333.3333333333333,MID009501
OK,555.5555555555555,MID009502
OOGGL,555.5555555555555,MID009502
LTSA,555.5555555555555,MID009502
EG,555.5555555555555,MID009502
MTFS,555.5555555555555,MID009502
EPF,555.5555555555555,MID009502
ALPA,555.5555555555555,MID009502
AB,555.5555555555555,MID009502
HD,555.5555555555555,MID009502
TWM,9166.666666666666,MID009503
SM,9166.666666666666,MID009503
HD,9166.666666666666,MID009503
PEP,9166.666666666666,MID009503
ONH,9166.666666666666,MID009503
MZNA,9166.666666666666,MID009503
ABT,142857.14285714287,MID009504
TWM,142857.14285714287,MID009504
ONH,142857.14285714287,MID009504
ALPA,142857.14285714287,MID009504
HD,142857.14285714287,MID009504
DMC,142857.14285714287,MID009504
KRM,142857.14285714287,MID009504
EPF,200000.0,MID009505
ABT,200000.0,MID009505
SM,200000.0,MID009505
JJN,200000.0,MID009505
NTIC,200000.0,MID009505
NEK,8000.0,MID009506
ABT,8000.0,MID009506
MTFS,8000.0,MID009506
TWM,8000.0,MID009506
TCA,8000.0,MID009506
ABC,11000.0,MID009507
MPJ,11000.0,MID009507
TCA,11000.0,MID009507
HD,11000.0,MID009507
OOGGL,11000.0,MID009507
TCA,26666.666666666668,MID009508
GMNA,26666.666666666668,MID009508
ALPA,26666.666666666668,MID009508
TCA,166666.66666666666,MID009509
OOGGL,166666.66666666666,MID009509
TWM,166666.66666666666,MID009509
SM,166666.66666666666,MID009509
EG,166666.66666666666,MID009509
GMNA,166666.66666666666,MID009509
FWC,20000.0,MID009510
TCA,20000.0,MID009510
PG,20000.0,MID009510
PEP,20000.0,MID009510
SM,13800.0,MID009511
FWC,13800.0,MID009511
TWM,13800.0,MID009511
MZNA,13800.0,MID009511
ALPA,13800.0,MID009511
PEP,5000.0,MID009512
AB,5000.0,MID009512
KRM,5000.0,MID009512
OCST,5000.0,MID009512
FWC,5000.0,MID009512
NTIC,5000.0,MID009512
MZNA,5000.0,MID009512
ABT,5000.0,MID009512
MMM,500000.0,MID009513
ABC,500000.0,MID009513
TWM,17250.0,MID009514
ALPA,17250.0,MID009514
MZNA,17250.0,MID009514
OK,17250.0,MID009514
MMM,250000.0,MID009515
NEK,250000.0,MID009515
ALPA,250000.0,MID009515
HD,250000.0,MID009515
TWM,500000.0,MID009516
OCST,500000.0,MID009516
KRM,1375.0,MID009517
TCA,1375.0,MID009517
OCST,1375.0,MID009517
FWC,1375.0,MID009517
AB,1375.0,MID009517
PG,1375.0,MID009517
JJN,1375.0,MID009517
EG,1375.0,MID009517
CCSO,16666.666666666668,MID009518
ABC,16666.666666666668,MID009518
MTFS,16666.666666666668,MID009518
ABT,1666.6666666666667,MID009519
GS,1666.6666666666667,MID009519
LTSA,1666.6666666666667,MID009519
DMC,111.11111111111111,MID009520
FWC,111.11111111111111,MID009520
NEK,111.11111111111111,MID009520
PG,111.11111111111111,MID009520
CCSO,111.11111111111111,MID009520
ABC,111.11111111111111,MID009520
MTFS,111.11111111111111,MID009520
EPF,111.11111111111111,MID009520
OOGGL,111.11111111111111,MID009520
MPJ,3333.3333333333335,MID009521
PG,3333.3333333333335,MID009521
HD,3333.3333333333335,MID009521
EPF,1000.0,MID009522
CCSO,1000.0,MID009522
NTIC,1000.0,MID009522
NEK,1000.0,MID009522
LTSA,1000.0,MID009522
HD,7500.0,MID009523
PEP,7500.0,MID009523
MPJ,7500.0,MID009523
CCSO,7500.0,MID009523
OOGGL,7500.0,MID009523
GMNA,7500.0,MID009523
ONH,19400.0,MID009524
OK,19400.0,MID009524
TCA,19400.0,MID009524
EG,19400.0,MID009524
DMC,19400.0,MID009524
CCSO,34500.0,MID009525
TWM,34500.0,MID009525
OK,7666.666666666667,MID009526
GS,7666.666666666667,MID009526
MPJ,7666.666666666667,MID009526
JJN,7666.666666666667,MID009526
GMNA,7666.666666666667,MID009526
NTIC,7666.666666666667,MID009526
PEP,7666.666666666667,MID009526
LTSA,7666.666666666667,MID009526
OCST,7666.666666666667,MID009526
ABT,7857.142857142857,MID009527
LTSA,7857.142857142857,MID009527
MZNA,7857.142857142857,MID009527
MPJ,7857.142857142857,MID009527
PG,7857.142857142857,MID009527
OK,7857.142857142857,MID009527
EPF,7857.142857142857,MID009527
JJN,32333.333333333332,MID009528
FWC,32333.333333333332,MID009528
MTFS,32333.333333333332,MID009528
TWM,11000.0,MID009529
EG,11000.0,MID009529
MPJ,11000.0,MID009529
PEP,11000.0,MID009529
OOGGL,11000.0,MID009529
PEP,11250.0,MID009530
ALPA,11250.0,MID009530
OOGGL,11250.0,MID009530
MZNA,11250.0,MID009530
NEK,16166.666666666666,MID009531
NTIC,16166.666666666666,MID009531
CCSO,16166.666666666666,MID009531
LTSA,16166.666666666666,MID009531
ABC,16166.666666666666,MID009531
MTFS,16166.666666666666,MID009531
PG,6875.0,MID009532
KRM,6875.0,MID009532
MTFS,6875.0,MID009532
MPJ,6875.0,MID009532
EG,6875.0,MID009532
JJN,6875.0,MID009532
FWC,6875.0,MID009532
GMNA,6875.0,MID009532
PG,2750.0,MID009533
LTSA,2750.0,MID009533
ONH,2750.0,MID009533
HD,2750.0,MID009533
GS,500.0,MID009534
ABC,500.0,MID009534
ABC,166666.66666666666,MID009535
KRM,166666.66666666666,MID009535
PEP,166666.66666666666,MID009535
AB,166666.66666666666,MID009535
MPJ,166666.66666666666,MID009535
GS,166666.66666666666,MID009535
CCSO,16333.333333333334,MID009536
OK,16333.333333333334,MID009536
ONH,16333.333333333334,MID009536
MZNA,1250.0,MID009537
MPJ,1250.0,MID009537
PG,1250.0,MID009537
KRM,1250.0,MID009537
DMC,1250.0,MID009537
LTSA,1250.0,MID009537
HD,1250.0,MID009537
PEP,1250.0,MID009537
LTSA,13750.0,MID009538
MPJ,13750.0,MID009538
ABC,13750.0,MID009538
CCSO,13750.0,MID009538
TWM,16333.333333333334,MID009539
DMC,16333.333333333334,MID009539
ONH,16333.333333333334,MID009539
OOGGL,2500.0,MID009540
FWC,2500.0,MID009540
JJN,333.3333333333333,MID009541
ALPA,333.3333333333333,MID009541
MTFS,333.3333333333333,MID009541
ABC,24250.0,MID009542
OCST,24250.0,MID009542
TWM,24250.0,MID009542
FWC,24250.0,MID009542
GS,6666.666666666667,MID009543
EPF,6666.666666666667,MID009543
EG,6666.666666666667,MID009543
ONH,6666.666666666667,MID009543
PEP,6666.666666666667,MID009543
MMM,6666.666666666667,MID009543
GS,22500.0,MID009544
GMNA,22500.0,MID009544
OCST,22500.0,MID009544
TWM,22500.0,MID009544
ABT,2000.0,MID009545
FWC,2000.0,MID009545
MPJ,2000.0,MID009545
ALPA,2000.0,MID009545
DMC,2000.0,MID009545
LTSA,111.11111111111111,MID009546
CCSO,111.11111111111111,MID009546
ONH,111.11111111111111,MID009546
ABC,111.11111111111111,MID009546
GMNA,111.11111111111111,MID009546
JJN,111.11111111111111,MID009546
OCST,111.11111111111111,MID009546
NEK,111.11111111111111,MID009546
AB,111.11111111111111,MID009546
AB,9166.666666666666,MID009547
CCSO,9166.666666666666,MID009547
MTFS,9166.666666666666,MID009547
OCST,9166.666666666666,MID009547
EG,9166.666666666666,MID009547
NEK,9166.666666666666,MID009547
MZNA,24250.0,MID009548
MMM,24250.0,MID009548
NEK,24250.0,MID009548
ABC,24250.0,MID009548
TCA,40000.0,MID009549
ABT,40000.0,MID009549
GS,13750.0,MID009550
MZNA,13750.0,MID009550
MPJ,13750.0,MID009550
FWC,13750.0,MID009550
TCA,3333.3333333333335,MID009551
OCST,3333.3333333333335,MID009551
ABC,3333.3333333333335,MID009551
GS,13857.142857142857,MID009552
KRM,13857.142857142857,MID009552
DMC,13857.142857142857,MID009552
NEK,13857.142857142857,MID009552
TWM,13857.142857142857,MID009552
ABC,13857.142857142857,MID009552
ABT,13857.142857142857,MID009552
JJN,8000.0,MID009553
TCA,8000.0,MID009553
NTIC,8000.0,MID009553
TWM,8000.0,MID009553
EG,8000.0,MID009553
OOGGL,166666.66666666666,MID009554
MPJ,166666.66666666666,MID009554
TCA,166666.66666666666,MID009554
GMNA,166666.66666666666,MID009554
SM,166666.66666666666,MID009554
ALPA,166666.66666666666,MID009554
GMNA,12500.0,MID009555
ABT,12500.0,MID009555
ONH,12500.0,MID009555
AB,12500.0,MID009555
PEP,15000.0,MID009556
OOGGL,15000.0,MID009556
SM,15000.0,MID009556
KRM,15000.0,MID009556
NEK,15000.0,MID009556
MMM,15000.0,MID009556
MTFS,125000.0,MID009557
EPF,125000.0,MID009557
ALPA,125000.0,MID009557
DMC,125000.0,MID009557
TCA,125000.0,MID009557
TWM,125000.0,MID009557
GMNA,125000.0,MID009557
FWC,125000.0,MID009557
ABT,15000.0,MID009558
OCST,15000.0,MID009558
NEK,15000.0,MID009558
TWM,8625.0,MID009559
GMNA,8625.0,MID009559
NTIC,8625.0,MID009559
SM,8625.0,MID009559
MZNA,8625.0,MID009559
MMM,8625.0,MID009559
HD,8625.0,MID009559
CCSO,8625.0,MID009559
GMNA,30000.0,MID009560
MZNA,30000.0,MID009560
OK,30000.0,MID009560
JJN,12857.142857142857,MID009561
CCSO,12857.142857142857,MID009561
KRM,12857.142857142857,MID009561
MPJ,12857.142857142857,MID009561
SM,12857.142857142857,MID009561
ONH,12857.142857142857,MID009561
LTSA,12857.142857142857,MID009561
ONH,8625.0,MID009562
NEK,8625.0,MID009562
MMM,8625.0,MID009562
PG,8625.0,MID009562
CCSO,8625.0,MID009562
MTFS,8625.0,MID009562
NTIC,8625.0,MID009562
AB,8625.0,MID009562
AB,25000.0,MID009563
NEK,25000.0,MID009563
MMM,23000.0,MID009564
MPJ,23000.0,MID009564
DMC,23000.0,MID009564
GS,9857.142857142857,MID009565
JJN,9857.142857142857,MID009565
ONH,9857.142857142857,MID009565
DMC,9857.142857142857,MID009565
MPJ,9857.142857142857,MID009565
OOGGL,9857.142857142857,MID009565
AB,9857.142857142857,MID009565
MPJ,9000.0,MID009566
AB,9000.0,MID009566
MTFS,9000.0,MID009566
ABC,9000.0,MID009566
LTSA,9000.0,MID009566
FWC,200000.0,MID009567
CCSO,200000.0,MID009567
ALPA,200000.0,MID009567
OOGGL,200000.0,MID009567
ABT,200000.0,MID009567
KRM,3666.6666666666665,MID009568
TWM,3666.6666666666665,MID009568
MMM,3666.6666666666665,MID009568
SM,16333.333333333334,MID009569
MPJ,16333.333333333334,MID009569
GMNA,16333.333333333334,MID009569
TCA,16000.0,MID009570
EG,16000.0,MID009570
ONH,16000.0,MID009570
MZNA,16000.0,MID009570
ABT,16000.0,MID009570
MZNA,7000.0,MID009571
GMNA,7000.0,MID009571
ABT,7000.0,MID009571
OOGGL,7000.0,MID009571
TWM,7000.0,MID009571
ALPA,7000.0,MID009571
HD,7000.0,MID009571
TCA,22500.0,MID009572
NTIC,22500.0,MID009572
GS,22500.0,MID009572
MTFS,22500.0,MID009572
NTIC,250000.0,MID009573
ABT,250000.0,MID009573
OOGGL,250000.0,MID009573
GMNA,250000.0,MID009573
MTFS,625.0,MID009574
MPJ,625.0,MID009574
ONH,625.0,MID009574
OCST,625.0,MID009574
JJN,625.0,MID009574
OOGGL,625.0,MID009574
ABC,625.0,MID009574
AB,625.0,MID009574
CCSO,1250.0,MID009575
ALPA,1250.0,MID009575
EPF,1250.0,MID009575
GMNA,1250.0,MID009575
EPF,13333.333333333334,MID009576
AB,13333.333333333334,MID009576
ONH,13333.333333333334,MID009576
GS,166.66666666666666,MID009577
NTIC,166.66666666666666,MID009577
MPJ,166.66666666666666,MID009577
OCST,166.66666666666666,MID009577
LTSA,166.66666666666666,MID009577
ONH,166.66666666666666,MID009577
GS,22500.0,MID009578
PEP,22500.0,MID009578
SM,22500.0,MID009578
GMNA,22500.0,MID009578
DMC,19400.0,MID009579
SM,19400.0,MID009579
PEP,19400.0,MID009579
PG,19400.0,MID009579
GS,19400.0,MID009579
NTIC,6125.0,MID009580
LTSA,6125.0,MID009580
MMM,6125.0,MID009580
GS,6125.0,MID009580
OOGGL,6125.0,MID009580
CCSO,6125.0,MID009580
ALPA,6125.0,MID009580
NEK,6125.0,MID009580
DMC,166666.66666666666,MID009581
AB,166666.66666666666,MID009581
ABT,166666.66666666666,MID009581
ONH,166666.66666666666,MID009581
GS,166666.66666666666,MID009581
OCST,166666.66666666666,MID009581
MZNA,1571.4285714285713,MID009582
EPF,1571.4285714285713,MID009582
OOGGL,1571.4285714285713,MID009582
GS,1571.4285714285713,MID009582
FWC,1571.4285714285713,MID009582
NEK,1571.4285714285713,MID009582
HD,1571.4285714285713,MID009582
MZNA,250000.0,MID009583
TCA,250000.0,MID009583
ONH,250000.0,MID009583
MMM,250000.0,MID009583
ONH,625.0,MID009584
JJN,625.0,MID009584
EPF,625.0,MID009584
ALPA,625.0,MID009584
SM,625.0,MID009584
HD,625.0,MID009584
PG,625.0,MID009584
LTSA,625.0,MID009584
FWC,11500.0,MID009585
ABT,11500.0,MID009585
OOGGL,11500.0,MID009585
PEP,11500.0,MID009585
AB,11500.0,MID009585
ABC,11500.0,MID009585
LTSA,3666.6666666666665,MID009586
PEP,3666.6666666666665,MID009586
OCST,3666.6666666666665,MID009586
SM,3666.6666666666665,MID009587
AB,3666.6666666666665,MID009587
GMNA,3666.6666666666665,MID009587
AB,17600.0,MID009588
TWM,17600.0,MID009588
CCSO,17600.0,MID009588
OK,17600.0,MID009588
ONH,17600.0,MID009588
JJN,18333.333333333332,MID009589
OK,18333.333333333332,MID009589
HD,18333.333333333332,MID009589
MMM,8333.333333333334,MID009590
EPF,8333.333333333334,MID009590
PG,8333.333333333334,MID009590
ONH,8333.333333333334,MID009590
MTFS,8333.333333333334,MID009590
CCSO,8333.333333333334,MID009590
MZNA,20000.0,MID009591
EG,20000.0,MID009591
MTFS,20000.0,MID009591
LTSA,20000.0,MID009591
EPF,200000.0,MID009592
OOGGL,200000.0,MID009592
GMNA,200000.0,MID009592
ONH,200000.0,MID009592
ABC,200000.0,MID009592
OK,23000.0,MID009593
AB,23000.0,MID009593
TCA,23000.0,MID009593
OCST,125.0,MID009594
MTFS,125.0,MID009594
PEP,125.0,MID009594
MPJ,125.0,MID009594
GMNA,125.0,MID009594
AB,125.0,MID009594
KRM,125.0,MID009594
ONH,125.0,MID009594
OOGGL,1250.0,MID009595
MTFS,1250.0,MID009595
ONH,1250.0,MID009595
GS,1250.0,MID009595
LTSA,1250.0,MID009595
ABT,1250.0,MID009595
HD,1250.0,MID009595
NTIC,1250.0,MID009595
DMC,16333.333333333334,MID009596
ALPA,16333.333333333334,MID009596
TWM,16333.333333333334,MID009596
OCST,142857.14285714287,MID009597
KRM,142857.14285714287,MID009597
NTIC,142857.14285714287,MID009597
ABT,142857.14285714287,MID009597
GS,142857.14285714287,MID009597
JJN,142857.14285714287,MID009597
LTSA,142857.14285714287,MID009597
OK,22000.0,MID009598
CCSO,22000.0,MID009598
TCA,22000.0,MID009598
LTSA,22000.0,MID009598
MTFS,250000.0,MID009599
GS,250000.0,MID009599
LTSA,250000.0,MID009599
OOGGL,250000.0,MID009599
EPF,40000.0,MID009600
GMNA,40000.0,MID009600
EG,30000.0,MID009601
JJN,30000.0,MID009601
OK,30000.0,MID009601
MZNA,1666.6666666666667,MID009602
FWC,1666.6666666666667,MID009602
JJN,1666.6666666666667,MID009602
TWM,250000.0,MID009603
MMM,250000.0,MID009603
NEK,250000.0,MID009603
EPF,250000.0,MID009603
NEK,200000.0,MID009604
ABT,200000.0,MID009604
JJN,200000.0,MID009604
FWC,200000.0,MID009604
GS,200000.0,MID009604
DMC,22000.0,MID009605
SM,22000.0,MID009605
ABC,22000.0,MID009605
EPF,22000.0,MID009605
JJN,22500.0,MID009606
ONH,22500.0,MID009606
SM,22500.0,MID009606
ALPA,22500.0,MID009606
TWM,3666.6666666666665,MID009607
GS,3666.6666666666665,MID009607
ABC,3666.6666666666665,MID009607
GS,3666.6666666666665,MID009608
ONH,3666.6666666666665,MID009608
ABC,3666.6666666666665,MID009608
TWM,200000.0,MID009609
LTSA,200000.0,MID009609
TCA,200000.0,MID009609
FWC,200000.0,MID009609
NEK,200000.0,MID009609
AB,250.0,MID009610
CCSO,250.0,MID009610
ABC,250.0,MID009610
MPJ,250.0,MID009610
OK,6125.0,MID009611
ALPA,6125.0,MID009611
AB,6125.0,MID009611
OCST,6125.0,MID009611
SM,6125.0,MID009611
MMM,6125.0,MID009611
FWC,6125.0,MID009611
PEP,6125.0,MID009611
PEP,16166.666666666666,MID009612
KRM,16166.666666666666,MID009612
LTSA,16166.666666666666,MID009612
ONH,16166.666666666666,MID009612
ABT,16166.666666666666,MID009612
MZNA,16166.666666666666,MID009612
OOGGL,6125.0,MID009613
DMC,6125.0,MID009613
FWC,6125.0,MID009613
MPJ,6125.0,MID009613
ABT,6125.0,MID009613
GMNA,6125.0,MID009613
AB,6125.0,MID009613
ABC,6125.0,MID009613
OK,500.0,MID009614
GS,500.0,MID009614
OK,5500.0,MID009615
ABC,5500.0,MID009615
PG,4444.444444444444,MID009616
TWM,4444.444444444444,MID009616
NEK,4444.444444444444,MID009616
NTIC,4444.444444444444,MID009616
EG,4444.444444444444,MID009616
MPJ,4444.444444444444,MID009616
MMM,4444.444444444444,MID009616
ALPA,4444.444444444444,MID009616
PEP,4444.444444444444,MID009616
OCST,333333.3333333333,MID009617
ONH,333333.3333333333,MID009617
AB,333333.3333333333,MID009617
LTSA,16666.666666666668,MID009618
MMM,16666.666666666668,MID009618
CCSO,16666.666666666668,MID009618
MTFS,1000.0,MID009619
KRM,1000.0,MID009619
CCSO,1000.0,MID009619
OCST,1000.0,MID009619
MZNA,1000.0,MID009619
CCSO,1428.5714285714287,MID009620
FWC,1428.5714285714287,MID009620
GMNA,1428.5714285714287,MID009620
MZNA,1428.5714285714287,MID009620
TCA,1428.5714285714287,MID009620
OOGGL,1428.5714285714287,MID009620
EPF,1428.5714285714287,MID009620
NEK,22500.0,MID009621
OK,22500.0,MID009621
ONH,22500.0,MID009621
AB,22500.0,MID009621
TWM,166666.66666666666,MID009622
OK,166666.66666666666,MID009622
EPF,166666.66666666666,MID009622
MMM,166666.66666666666,MID009622
CCSO,166666.66666666666,MID009622
MPJ,166666.66666666666,MID009622
FWC,15000.0,MID009623
GMNA,15000.0,MID009623
GS,15000.0,MID009623
MMM,26666.666666666668,MID009624
LTSA,26666.666666666668,MID009624
GS,26666.666666666668,MID009624
NEK,44000.0,MID009625
OCST,44000.0,MID009625
PEP,11500.0,MID009626
OCST,11500.0,MID009626
SM,11500.0,MID009626
OOGGL,11500.0,MID009626
ONH,11500.0,MID009626
LTSA,11500.0,MID009626
PEP,18000.0,MID009627
LTSA,18000.0,MID009627
NEK,18000.0,MID009627
OOGGL,18000.0,MID009627
MTFS,18000.0,MID009627
GMNA,17250.0,MID009628
GS,17250.0,MID009628
SM,17250.0,MID009628
PEP,17250.0,MID009628
KRM,1666.6666666666667,MID009629
DMC,1666.6666666666667,MID009629
MPJ,1666.6666666666667,MID009629
TWM,8000.0,MID009630
MTFS,8000.0,MID009630
NEK,8000.0,MID009630
PEP,8000.0,MID009630
ABT,8000.0,MID009630
TWM,166666.66666666666,MID009631
GMNA,166666.66666666666,MID009631
OCST,166666.66666666666,MID009631
KRM,166666.66666666666,MID009631
ONH,166666.66666666666,MID009631
CCSO,166666.66666666666,MID009631
AB,142.85714285714286,MID009632
GS,142.85714285714286,MID009632
ALPA,142.85714285714286,MID009632
MTFS,142.85714285714286,MID009632
GMNA,142.85714285714286,MID009632
SM,142.85714285714286,MID009632
NTIC,142.85714285714286,MID009632
NTIC,13333.333333333334,MID009633
SM,13333.333333333334,MID009633
NEK,13333.333333333334,MID009633
HD,6666.666666666667,MID009634
OOGGL,6666.666666666667,MID009634
MTFS,6666.666666666667,MID009634
TWM,6666.666666666667,MID009634
TCA,6666.666666666667,MID009634
FWC,6666.666666666667,MID009634
TWM,2750.0,MID009635
GMNA,2750.0,MID009635
AB,2750.0,MID009635
TCA,2750.0,MID009635
PEP,9777.777777777777,MID009636
CCSO,9777.777777777777,MID009636
PG,9777.777777777777,MID009636
AB,9777.777777777777,MID009636
FWC,9777.777777777777,MID009636
TWM,9777.777777777777,MID009636
NEK,9777.777777777777,MID009636
KRM,9777.777777777777,MID009636
TCA,9777.777777777777,MID009636
ABC,23000.0,MID009637
HD,23000.0,MID009637
TCA,23000.0,MID009637
EPF,1111.111111111111,MID009638
JJN,1111.111111111111,MID009638
LTSA,1111.111111111111,MID009638
MMM,1111.111111111111,MID009638
TCA,1111.111111111111,MID009638
ABC,1111.111111111111,MID009638
GS,1111.111111111111,MID009638
CCSO,1111.111111111111,MID009638
NTIC,1111.111111111111,MID009638
MZNA,166666.66666666666,MID009639
NEK,166666.66666666666,MID009639
SM,166666.66666666666,MID009639
MPJ,166666.66666666666,MID009639
EG,166666.66666666666,MID009639
ABC,166666.66666666666,MID009639
MZNA,142857.14285714287,MID009640
GMNA,142857.14285714287,MID009640
JJN,142857.14285714287,MID009640
GS,142857.14285714287,MID009640
ABT,142857.14285714287,MID009640
PG,142857.14285714287,MID009640
NEK,142857.14285714287,MID009640
PG,833.3333333333334,MID009641
GMNA,833.3333333333334,MID009641
EPF,833.3333333333334,MID009641
EG,833.3333333333334,MID009641
FWC,833.3333333333334,MID009641
MZNA,833.3333333333334,MID009641
JJN,8000.0,MID009642
GS,8000.0,MID009642
MMM,8000.0,MID009642
TWM,8000.0,MID009642
OOGGL,8000.0,MID009642
OK,8166.666666666667,MID009643
NEK,8166.666666666667,MID009643
ONH,8166.666666666667,MID009643
EPF,8166.666666666667,MID009643
KRM,8166.666666666667,MID009643
PG,8166.666666666667,MID009643
AB,10000.0,MID009644
MTFS,10000.0,MID009644
ABT,10000.0,MID009644
TCA,10000.0,MID009644
OK,10000.0,MID009644
GS,16000.0,MID009645
JJN,16000.0,MID009645
MMM,16000.0,MID009645
MPJ,16000.0,MID009645
DMC,16000.0,MID009645
EG,29333.333333333332,MID009646
JJN,29333.333333333332,MID009646
KRM,29333.333333333332,MID009646
EPF,10000.0,MID009647
ABC,10000.0,MID009647
OK,10000.0,MID009647
EG,10000.0,MID009647
ALPA,10000.0,MID009647
MTFS,10000.0,MID009647
LTSA,10000.0,MID009647
TCA,10000.0,MID009647
KRM,12125.0,MID009648
ONH,12125.0,MID009648
OOGGL,12125.0,MID009648
NEK,12125.0,MID009648
DMC,12125.0,MID009648
ALPA,12125.0,MID009648
EPF,12125.0,MID009648
MMM,12125.0,MID009648
EG,15000.0,MID009649
NTIC,15000.0,MID009649
ONH,15000.0,MID009649
DMC,7857.142857142857,MID009650
ABT,7857.142857142857,MID009650
TCA,7857.142857142857,MID009650
HD,7857.142857142857,MID009650
PG,7857.142857142857,MID009650
TWM,7857.142857142857,MID009650
NTIC,7857.142857142857,MID009650
MPJ,5000.0,MID009651
ALPA,5000.0,MID009651
CCSO,5000.0,MID009651
PG,5000.0,MID009651
SM,5000.0,MID009651
EG,5000.0,MID009651
TCA,5000.0,MID009651
EPF,5000.0,MID009651
MTFS,5000.0,MID009651
ABC,7666.666666666667,MID009652
TWM,7666.666666666667,MID009652
SM,7666.666666666667,MID009652
GS,7666.666666666667,MID009652
AB,7666.666666666667,MID009652
MZNA,7666.666666666667,MID009652
GMNA,7666.666666666667,MID009652
DMC,7666.666666666667,MID009652
MTFS,7666.666666666667,MID009652
NEK,11250.0,MID009653
MPJ,11250.0,MID009653
MTFS,11250.0,MID009653
GS,11250.0,MID009653
PEP,30000.0,MID009654
ABT,30000.0,MID009654
OOGGL,30000.0,MID009654
OK,6250.0,MID009655
NEK,6250.0,MID009655
ABC,6250.0,MID009655
GS,6250.0,MID009655
AB,6250.0,MID009655
EPF,6250.0,MID009655
GMNA,6250.0,MID009655
KRM,6250.0,MID009655
ABT,625.0,MID009656
OK,625.0,MID009656
HD,625.0,MID009656
MPJ,625.0,MID009656
GMNA,625.0,MID009656
ONH,625.0,MID009656
TCA,625.0,MID009656
CCSO,625.0,MID009656
MMM,1666.6666666666667,MID009657
CCSO,1666.6666666666667,MID009657
GMNA,1666.6666666666667,MID009657
ALPA,1666.6666666666667,MID009657
TWM,1666.6666666666667,MID009657
OK,1666.6666666666667,MID009657
TWM,250000.0,MID009658
OK,250000.0,MID009658
NTIC,250000.0,MID009658
MTFS,250000.0,MID009658
ALPA,1666.6666666666667,MID009659
EPF,1666.6666666666667,MID009659
NEK,1666.6666666666667,MID009659
EPF,500000.0,MID009660
MZNA,500000.0,MID009660
MPJ,1000.0,MID009661
OK,1000.0,MID009661
GMNA,1000.0,MID009661
CCSO,1000.0,MID009661
EG,1000.0,MID009661
MPJ,34500.0,MID009662
OOGGL,34500.0,MID009662
SM,6875.0,MID009663
JJN,6875.0,MID009663
PG,6875.0,MID009663
DMC,6875.0,MID009663
PEP,6875.0,MID009663
MMM,6875.0,MID009663
MZNA,6875.0,MID009663
EPF,6875.0,MID009663
MTFS,2500.0,MID009664
KRM,2500.0,MID009664
ABT,2500.0,MID009664
FWC,2500.0,MID009664
